AccelerationX,AccelerationY,AccelerationZ,RRX,RRY,RRZ
-0.271977961063385,0.0615347623825073,0.1225147396326065,-65.54598550210822,31.369699650223733,-46.3561148213776
-0.3310984671115875,0.2224559783935547,0.2345617413520813,-34.11316124357524,28.548904947542045,-75.53844297481018
-0.3854579627513885,0.3606919646263122,0.3240488767623901,-28.181725930593206,25.647797465504755,-94.57827147494852
-0.3846087753772735,0.2897455096244812,0.3130466341972351,-44.0229563518471,28.436768609296063,-110.77074437427036
-0.3472741842269897,0.2604267597198486,0.308445394039154,-48.37752296662122,36.6473151049063,-121.37074034345574
-0.3338528573513031,0.134192407131195,0.2698900699615478,-69.17447568735332,56.84449866933583,-115.13446344253228
-0.2989634871482849,0.1721307635307312,0.2273441553115844,-83.02489721084525,83.94271754094406,-100.66231711965074
-0.1281502246856689,0.0820962190628051,0.1993144154548645,-98.37852042725194,109.78130268053481,-76.16063905725248
-0.0223387479782104,-0.1290619373321533,0.2458935976028442,-153.08146450874904,144.09729322170273,-48.301414168699765
0.1409159302711486,-0.1576728820800781,0.2103533744812011,-189.62964283294718,182.02066183339124,-26.114616989613037
0.3827155828475952,-0.3092339634895324,0.3077341914176941,-223.82266264829823,235.5252765457663,-7.664694852615735
0.6632546782493591,-0.2918680906295776,0.3861005306243896,-258.44411290952746,291.2509321724461,9.398919156469702
0.8416759967803955,-0.5020760893821716,1.1395477056503296,-421.35483435095017,360.55330998219705,5.9983139640138585
1.0922261476516724,-0.8324708938598633,2.7090282440185547,-537.5399311519922,377.9665221013077,14.6902393857219
1.014106035232544,0.0034587979316711,5.530355453491211,-305.1389743778864,121.31342139594099,-2.094123406364626
0.7819070816040039,0.839018702507019,7.4350666999816895,37.86407573950364,-450.4492818754268,-57.327717477641315
-3.990369558334351,-1.9143517017364504,6.30860710144043,-262.45425357502535,-722.4158306245022,-57.87180351673535
-4.309174537658691,-2.943326950073242,5.806771755218506,-310.6767278323927,-780.0060186115688,-205.52039212568368
-5.697633743286133,-1.9897059202194212,2.9663589000701904,-30.751973926593195,-841.7127889321587,-445.07351318727655
-6.461303234100342,0.3561944365501404,2.085033416748047,176.4123661851371,-916.2909687813675,-429.9455730814254
-4.460621356964111,3.6294105052948,3.810645580291748,117.47534685601407,-1153.770307807161,-244.76537502101297
-6.740470409393311,0.5939981341362,5.552241325378418,595.7154390301722,-1105.7405268466582,-184.34031701893264
-6.227669715881348,-5.770529270172119,3.4515202045440674,95.27592748734115,-1066.3820262073232,0.6995473344624701
-7.561038494110107,-0.9797202944755554,4.129028797149658,254.85372834966194,-1012.7079954827752,-112.3559015070361
-7.650607109069824,-2.9914798736572266,3.3423407077789307,57.960438881594605,-935.9780874789589,-76.79553929155102
-7.386078834533691,-2.163710117340088,1.0324969291687012,-91.87580467699547,-723.4393754527636,-165.4892134757509
-5.67967414855957,-1.2589396238327026,-1.427093744277954,74.47743455895122,-532.1474694815104,-169.1955473269666
-4.367045402526856,-0.9763129353523254,-2.3882863521575928,165.19237345442212,-382.4586828769118,-151.04251643771684
-2.952296257019043,-0.6498783826828003,-2.7041618824005127,150.1278038436904,-243.01927814083425,-132.50359352073968
-1.724469542503357,-0.9379866123199464,-2.3164291381835938,67.36604650080905,-99.95006499300183,-133.86267822216718
