AccelerationX,AccelerationY,AccelerationZ,Pitch,Roll,Yaw,RRX,RRY,RRZ
-0.5065845847129822,0.7098841667175293,0.0047696903347969,-0.5174785286040778,1.4786184335756865,2.446111484245901,-402.8536550593265,320.8718779989039,-99.48529111054998
-0.6677444577217102,0.3287515044212341,0.4151704311370849,-0.5512731872543409,1.695004314072271,2.6358390007219032,-505.74693052795686,362.14376051156955,-110.17415467102641
-0.8392324447631836,0.2922056913375854,0.4697654247283935,-0.5458738523167976,1.945677923218015,2.8523222730357745,-525.9889337937201,423.26518362028935,-115.99788131589193
-0.8341279625892639,0.184451162815094,0.2751607894897461,-0.499429389080288,2.213849021319323,3.055604646147194,-450.3030611856751,511.82858560644956,-139.1523728663969
-0.8140745759010315,0.3973646461963653,0.8951379060745239,-0.4434252935203572,2.475183136065328,-3.078254180946544,-333.6351519725833,596.5583936567784,-160.90100658003814
-1.046700358390808,0.6985902190208435,1.2178826332092283,-0.3759211066898179,2.752099590871968,-2.95393205936328,-316.0606381060336,690.4597797246004,-206.07184793889218
-1.7141773700714111,1.3206000328063965,2.763256549835205,-0.3084915326186451,3.0374955250125697,-2.8453852818287757,-200.71844129008454,713.1046435403741,-287.4637288814574
-2.695420265197754,1.9976333379745483,4.828353404998779,-0.2305855441977191,-2.978524470003669,-2.70396139583725,-189.4857170867567,552.7745861334355,-543.6943140847671
-2.895134210586548,2.174309730529785,6.5572357177734375,-0.0964237737619277,-2.824130044770559,-2.4860714600016665,-258.1344048118024,85.8452462436836,-822.0994909191169
-4.277385711669922,0.785918653011322,7.517081260681152,0.1127719532403037,-2.9032978374556966,-2.207298650777985,-509.3365501066354,-502.5551011665399,-1069.1192381775843
-8.72598934173584,4.035923957824707,7.846585273742676,0.3357773020771211,3.024471158419013,-1.7899173206724943,-393.91299207729327,-945.5741207722333,-1291.931811470286
-17.457365036010742,6.894857883453369,2.629650354385376,0.2093256418913694,2.427536771246677,-1.3274638878777982,120.20086554241595,-1664.2785358847773,-1218.517441214134
-22.77558898925781,9.076789855957031,0.0295779407024383,-0.0862962485605837,1.7461335900015629,-1.332176577136725,866.6644535174555,-1979.8692296551574,-355.209124088769
-24.1610164642334,12.64784049987793,2.555120944976806,0.0137314295339179,1.0307044334958655,-1.6270475111701317,870.7489612826366,-1946.0017639764058,-50.33989437177383
-23.800891876220703,5.541215896606445,13.092835426330566,0.4845118894603903,0.596681399406836,-1.9610027688892888,1953.1337928662197,-834.3518121013659,571.650824772763
-20.609773635864254,-4.331960201263428,13.354642868041992,0.950673396598701,0.2302846207134988,-1.849271779734824,401.57692877891105,-537.9294705007364,861.8672018520056
-16.96269989013672,-1.3645570278167725,-2.449572324752808,0.8060580199209099,-0.2847335540624715,-1.327772051455768,-937.7162340189437,-313.1992806174185,1056.2794660852007
-8.810319900512695,4.906414985656738,4.227344512939453,0.4200975531606791,-0.5879013274288762,-1.147083595946262,-546.2243254363666,-706.8408682978519,595.6835830278832
-13.351617813110352,3.0588927268981934,2.618595600128174,0.2420035612461851,-0.835407905868255,-0.9801885913547904,283.81536967591677,-418.189915934863,592.6516347345579
-10.74776554107666,-1.0184895992279053,-0.8315205574035645,0.1272546090008948,-1.052156502263743,-0.7841868478715946,60.178092022071034,-590.8280288676777,596.0518668279302
-11.067208290100098,-1.1413559913635254,-1.7950539588928225,-0.0769482806158995,-1.2435498876325202,-0.7406055162893762,-238.55777125422523,-452.29638359305164,617.8495686205689
-11.782381057739258,1.6798501014709473,-1.9348533153533936,-0.3072456921935038,-1.3867429236082682,-0.7449398394088257,-88.04530481685806,-381.418854877669,632.6481296838854
-11.566839218139648,0.7786722183227539,-2.069600820541382,-0.5143893866724362,-1.479501129889374,-0.6951525098528193,225.69953033032604,-250.01423879438437,542.6915876730959
-9.905985832214355,-0.3526869416236877,-2.543015480041504,-0.6732503691457037,-1.447702179057384,-0.5254989599826189,412.1752513517498,-114.86861881965704,449.83120439705397
-6.813256740570068,-2.658466339111328,-2.305800199508667,-0.7940739385097723,-1.3165468007409704,-0.3008945804715065,391.3669980830359,-10.830930641439052,394.3914604890309
-4.490319728851318,-2.5337114334106445,-1.6468690633773804,-0.8585357926866086,-1.1163354520629234,-0.0391343971931462,457.300180179003,47.26660977359157,291.40860025924667
-3.2372772693634038,-1.7452850341796875,-0.7322966456413269,-0.8262527351852865,-0.8571516919390872,0.2641522912931192,597.2752356705496,131.46227654025788,187.32420810125777
-2.2933077812194824,-1.201153039932251,0.3861297965049743,-0.6925482183671642,-0.6253349384622058,0.5200018130841237,654.5744575989735,158.23779287924512,83.03142687169179
-1.2669048309326172,-1.6265422105789185,1.0103040933609009,-0.5224199377390486,-0.4898242486505932,0.6707288310801511,485.6334987431301,116.044285621113,9.451274264005141
-0.4599987268447876,-1.6790032386779783,0.8975880742073059,-0.4317652680197247,-0.4325647665607059,0.7288244858507105,120.92108166963712,62.949140749480215,30.7384433218474
