AccelerationX,AccelerationY,AccelerationZ,RRX,RRY,RRZ
-0.2468902468681335,0.7680535912513733,0.3334988951683044,68.31863249378323,131.3522148719723,-327.24225883399146
-0.0961751937866211,1.0938832759857178,0.5203062295913696,-50.704957737627254,130.49538130097253,-340.4409437068808
0.1132368445396423,1.1406238079071045,0.7017104625701904,-224.45420925971428,137.60457003820198,-327.11456161726886
0.0657968521118164,1.5447279214859009,0.7090555429458618,-411.94633073152767,153.87173105609784,-320.78297625666704
0.1667320132255554,1.983448147773743,0.8680218458175659,-524.5797838056764,173.70463331133394,-276.52815888816014
0.3097240924835205,2.941358804702759,0.9254587292671204,-592.1391519807535,158.5935910934894,-179.71966672466232
0.7205179333686829,3.2991204261779785,0.9284780025482178,-503.4011703594077,112.83333856020916,-59.32825939497053
0.5637228488922119,3.0759294033050537,0.5398009419441223,-565.4843660655354,62.56453962750597,1.7324513361558176
-0.512396514415741,1.3242806196212769,1.154937982559204,-730.9647139557436,18.138404039142188,28.76177974585654
-0.9019354581832886,2.346243381500244,0.9614688754081726,-596.2440956719311,-85.84021922445449,31.55728055049438
-0.953652799129486,1.8494690656661987,0.3758870363235473,-365.51541509345464,-214.68703874659604,47.1000351201133
-1.2556263208389282,1.1849377155303955,0.8604466915130615,-239.21961658479947,-311.3600199569608,34.88571028021705
-1.944474220275879,2.0231523513793945,1.2926102876663208,-166.45090411088867,-395.4376815453368,42.3826727622902
-2.8396201133728027,2.0020751953125,1.92230224609375,-173.47784371013282,-492.9619092319602,58.51160782685796
-3.236868381500244,1.1870017051696775,2.4562363624572754,-217.03781227399602,-597.530520820968,77.01448100539578
-3.4071056842803955,1.213757038116455,2.736842632293701,-264.2671770260435,-575.864942207634,69.20232919878863
-5.070094585418701,1.0255415439605713,-0.6537347435951233,-278.8468988283527,-553.79053579134,102.32409531452569
-4.134435176849365,1.8731811046600344,-0.9253337383270264,-308.3532067597811,-508.93559068159897,148.35535609369373
-4.145553588867188,0.2883150577545166,-0.5965374708175659,-649.371383413798,-478.4585762653284,173.69052214050868
-4.50154972076416,1.5442147254943848,-1.4332631826400757,-451.9644090786323,-432.7482182639351,72.72758107472897
-3.0797808170318604,0.4548208713531494,-1.496654033660889,-258.48427442184715,-398.4031311169029,67.7984316262167
-3.0315089225769043,-0.6538740396499634,-1.5726662874221802,-164.57904978771165,-373.8446668617451,7.6024769519188
-2.777503252029419,-0.3390169739723205,-2.070348262786865,-138.08546999728424,-320.4332705711624,-30.36584625733945
-2.2890465259552,-0.4067621827125549,-1.7578449249267578,-131.83505460477883,-294.78358797344674,-39.07562152466967
-1.6633751392364502,-0.064544677734375,-1.6505506038665771,-11.624083797485843,-266.5360839060517,-57.806821096971845
-1.4179335832595823,-0.0873956680297851,-1.799056053161621,45.112999901867774,-220.6757895919983,-66.02131885701694
-1.0948771238327026,-0.6051631569862366,-1.6635866165161133,-21.22502799677348,-175.1467867734471,-63.81576881174978
-0.8352271914482117,-0.4657473564147949,-1.2584986686706543,-25.970182394329363,-155.92443512811846,-72.60978763230293
-0.7968810200691223,-0.1974472403526306,-1.0220537185668943,56.341233255816356,-141.74076867502163,-83.81701473945914
-0.7134987711906433,-0.2889163494110107,-1.347735047340393,85.629002454561,-98.94675118506198,-89.82441883148466
