timestamp,AccX,AccY,AccZ,pitch,yaw,roll
3715.0844045,0.0609834790229797,0.0445498116314411,0.0260436534881591,2.927975040203035,-0.46756186907593944,18.141884676334623
3715.1045405,0.0153734982013702,0.0265437886118888,0.009626030921936,5.0319552649138455,-4.59936877456752,-12.844438307256212
3715.1246765,0.0291756391525268,-0.0045730657875537,0.0004533529281616,1.957897535966513,0.5012605785976065,-14.239333506639973
3715.1448125,0.0284907817840576,-0.0067228227853775,-0.0153135061264038,-0.21394475429279414,3.8820379115149435,-15.839574674517287
3715.1649495,0.0207518637180328,0.0233119055628776,-0.0026332139968872,4.2182292452793035,4.006587962625699,-18.013670461512987
3715.1850855,0.028381735086441,0.0479675680398941,0.0099340081214904,9.362349193279961,4.062710920081764,-19.500966195240288
3715.2052215,0.0360250771045684,0.0423635505139827,0.0228201150894165,8.22111341092282,6.902645305303197,-19.65714068748934
3715.2253575,0.0381707251071929,0.0407757237553596,0.0339211225509643,3.544916379292773,9.17821919554669,-19.824560328204743
3715.2454935,0.040711373090744,0.0701762810349464,0.0287296772003173,3.494974076262891,10.08723060012186,-20.37407435975256
3715.2656305,0.0540207028388977,0.0819728523492813,0.0380558371543884,7.232237321089463,11.177539921343097,-21.07535045701132
3715.2857665,0.0680690705776214,0.0832796320319175,0.0284482240676879,8.79077303612159,12.99124672564771,-20.620565390718415
3715.3059025,0.0737864226102829,0.0788088366389274,0.0068346858024597,5.652943057550974,15.932795621765495,-20.641529218271337
3715.3260385,0.2108775824308395,0.0943055227398872,0.0055437684059143,2.830743135419622,24.023321785783438,-23.034603035795254
3715.3461755,0.0138806253671646,0.0773646011948585,-0.0340038537979126,-3.5165275240379046,18.347697291347842,-21.848289970763535
3715.3663115,0.1100419163703918,0.1041911467909812,-0.029676616191864,3.9050239931288644,20.516575112796165,-23.815793779330985
3715.3864475,0.1217618882656097,0.0638501793146133,-0.007985770702362,3.691067039927187,17.775445999775073,-21.986367785913163
3715.4065835,0.1055818647146225,0.0316098630428314,-0.008519172668457,-5.035977826709548,17.633932390102093,-19.021511532785595
3715.4267195,0.1258665174245834,0.0554801821708679,-0.0349373817443847,-10.237974160062425,15.255654056393485,-17.17224700751574
3715.4468565,0.1174030303955078,0.071553811430931,-0.0202872157096862,-4.057051825484725,11.84954592047296,-17.767789475356643
3715.4669925,0.0931292027235031,0.0777653828263282,0.0162223577499389,4.998322745923556,8.380838067624108,-19.58138661679385
3715.4871285,0.0522816032171249,0.0508894547820091,0.0683138966560363,6.514179409790732,6.398530610842146,-19.5313552944536
3715.5072645,0.0441217571496963,0.0294555723667144,0.0724886655807495,2.3800365577337335,6.867732917317748,-20.374472719935977
3715.527401500001,0.0140020251274108,0.0309508293867111,0.087519347667694,-3.8129476841390897,6.7285070540192615,-19.79641832734087
3715.5475375,-0.0086327791213989,0.0219367668032646,0.0885807871818542,-7.218768068545178,4.622570895479239,-18.276615357372084
3715.5676735,-0.0219146460294723,0.0369002595543861,0.0723363757133483,-4.177503628289747,1.5348805759792583,-15.554380359429931
3715.5878095,-0.0272838026285171,0.0389650389552116,0.0719020366668701,1.2843839111895683,-1.5995914314863136,-11.563636357372609
3715.6079455,-0.0098293125629425,-0.003164954483509,0.0537170767784118,3.3722110104584146,-3.43416735624702,-9.177886281018743
3715.6280825,-0.0057977586984634,-0.0132667794823646,0.0378090143203735,2.101637847683313,-4.517439558252256,-6.765397214842661
3715.6482185,-0.0002018809318542,-0.0241242796182632,0.0295124650001525,2.210314335944541,-5.472419729833633,-5.058471135086862
3715.6683545,0.0048385262489318,-0.0298240706324577,0.0274552106857299,2.4301886955349294,-4.354219810939219,-4.284866518744845
3715.6884905,0.003450259566307,-0.0297775715589523,0.0318030714988708,7.145601603741403,-1.4096366876563682,-1.3882535128268536
3715.7086275,0.0057309418916702,-0.0520140826702117,0.0286183953285217,9.981568790139717,3.0523119232541474,1.5036519539962434
3715.7287635,-0.0092110037803649,-0.0584160238504409,0.0388361811637878,8.876262806981172,8.264420927310145,5.117204162220368
3715.7488995,-0.0325931757688522,-0.078572854399681,0.0473753809928894,5.30647906631434,11.783969849591047,10.719184077053434
3715.7690355,-0.0365957617759704,-0.0447109937667846,0.0429039597511291,5.841075524072847,13.375810324601956,14.329091498068891
3715.7891715,-0.0433539897203445,-0.0423988848924636,0.0465537905693054,12.000401968737595,13.623262903747646,17.34743451751095
3715.809309,-0.0387987047433853,-0.0527803227305412,0.0586054325103759,14.160925237945765,13.506812638240273,20.648503451337064
3715.829445,-0.0614107102155685,-0.0507317408919334,0.0745253562927246,15.116747637236205,12.406605123494163,24.5760396880101
3715.849581,-0.0596944242715835,-0.1021238639950752,0.0648872256278991,10.497860038178342,12.022145774240478,29.867436974720363
3715.869717,-0.043730080127716,-0.1124790757894516,0.0398042798042297,2.4765414286513465,11.943062349162581,34.14715360076439
3715.889853,-0.0615554004907608,-0.0675864219665527,-0.0003359913825988,5.848735738195909,10.73746452548705,33.70079662678567
3715.90999,-0.0722668468952179,-0.0630293935537338,-0.0192134976387023,14.53653267788182,8.28685465720711,32.42672383002407
3715.930126,-0.0893808007240295,-0.0928117856383323,-0.0081490874290466,15.844049878802036,7.100161817112971,32.579446461647166
3715.950262,-0.0949256867170333,-0.0989764630794525,-0.0404778122901916,12.939989207936264,6.634854452839134,31.22811625695281
3715.970398,-0.0928962677717208,-0.0701824575662612,-0.0627641081809997,12.156302598688029,5.586583942044232,26.90452719017431
3715.990535,-0.1014482378959655,-0.0432450771331787,-0.0902932286262512,15.879468550507392,4.420015996830351,21.184910913911192
3716.010671,-0.1006098687648773,-0.0140311270952224,-0.0932400822639465,22.782427970719965,3.738622777834033,16.351939482025646
3716.030807,-0.1104680597782135,-0.0422065705060958,-0.0377053618431091,24.792274305894235,4.324040829937026,11.914156783459529
3716.050943,-0.1342906653881073,-0.054910123348236,-0.0314441323280334,20.35466780733044,5.746927294353954,7.744572176537279
3716.071079,-0.1337241232395172,-0.0510367453098297,-0.0561973452568054,16.27661992968772,6.800526212392866,4.202668689887279
3716.091216,-0.127503365278244,-0.0305709689855575,-0.0557442307472229,14.492551680006027,7.458523215356827,2.471791834141701
3716.111352,-0.1233229637145996,-0.0507655441761016,-0.0269737243652343,9.950439921250354,8.911238298197066,2.680994909889378
3716.131488,-0.1201086938381195,-0.0353035181760787,-0.0548601746559143,13.362955489115258,8.95241717709303,-0.16672581286760746
3716.151624,-0.1162194907665252,-0.0501692295074462,-0.0838084816932678,18.544878626578054,8.11578686787433,-2.435805498151744
3716.171761,-0.0949765741825103,-0.1404032260179519,-0.0644001364707946,10.326859407080402,12.29135738634386,-1.4174595983891258
3716.191897,-0.0531669855117797,-0.0835248380899429,-0.0943164825439453,4.60453182256062,17.889002168830803,-5.07226685269897
3716.212033,-0.0524538159370422,-0.0421767234802246,-0.114913523197174,11.19839944331913,21.91719116453612,-7.574790664748665
3716.232169,-0.0315200388431549,-0.0218570232391357,-0.1055391430854797,27.328312715421887,23.679104477398827,-9.988952541375351
3716.252305,-0.0198692381381988,-0.0963338166475296,-0.1145917773246765,33.34030046717346,28.22046614115532,-12.45683663308883
3716.272442,-0.0335897356271743,-0.1404015719890594,-0.0948983430862426,20.791698191851538,36.722637969658756,-11.894759719959147
3716.292578,-0.021208718419075,-0.1021686643362045,-0.0766336321830749,6.026271938480132,45.724994624481496,-14.291012132197611
3716.312714,-0.0279276520013809,-0.0644520223140716,-0.0892059803009033,3.0357445173285313,50.53729933821476,-15.480082599676592
3716.33285,-0.0280652940273284,-0.0178593397140502,-0.0894781947135925,15.436654280102857,50.660396245095555,-16.17290743689752
3716.352987,-0.0443279594182968,-0.0211471915245056,-0.0718493461608886,34.77614800155173,47.77953381129949,-16.46124261950659
3716.373123,-0.0401137173175811,-0.1363239884376526,-0.0215823650360107,31.28175103621258,49.70112017574948,-16.963757610886088
3716.393259,-0.0545917600393295,-0.1386469602584839,0.0077203512191772,7.882036937632808,55.7002448563809,-18.153721468443074
3716.413395,-0.0787451267242431,-0.0554120540618896,0.0161290168762207,-1.7196215593400233,57.63551165471057,-18.457903954036325
3716.433531,-0.0949112176895141,-0.0112708508968353,0.0411046147346496,11.592007947510474,55.3291534006604,-17.0214309097946
3716.453668,-0.1094594150781631,0.0116501450538635,-0.0066514015197753,41.857885347087716,51.1587810546823,-12.592402023764926
3716.473804,-0.1137406826019287,0.0517594814300537,-0.0200914144515991,75.74665704296564,44.586162512557515,-7.3942362978019816
3716.49394,-0.1323286890983581,0.0907063484191894,0.0291845798492431,106.99703502892355,37.40959694964321,-0.21535145992714888
3716.514076,-0.1559389680624008,0.0995475649833679,0.0399885177612304,132.90703498967122,29.01974636267539,8.459594441140084
3716.534213,-0.173603281378746,0.212129920721054,0.0267616510391235,161.80109840548357,16.561747426757023,19.920896848171044
3716.554349,-0.1560461670160293,0.1338783800601959,0.0814403295516967,179.95551780183678,4.61567749167866,28.037711977583957
3716.574485,-0.1400283277034759,0.1037502884864807,0.0878236889839172,165.0761521401188,-7.058921387680428,35.777250820777425
3716.594621,-0.1047839522361755,0.1512616872787475,0.0170860290527343,144.59921693351703,-17.584173745813025,39.978039515845865
3716.614757,-0.058100402355194,0.1753638386726379,-0.0150254368782043,129.56181932372104,-27.71247368351286,44.884148332077075
3716.634894,-0.0426094383001327,0.2216300368309021,0.0328774452209472,131.14339824509392,-41.845657292349436,52.32808950988614
