Timestamp,AccelerationX,AccelerationY,AccelerationZ,Pitch,Yaw,Roll,RRX,RRY,RRZ
243786.52121941667,-0.03901810944080353,0.04444640874862671,-0.013827621936798096,0.3551328976207472,0.0013665622026218366,-0.007614971099922612,-0.07118529081344604,0.025050153955817223,-0.04698920622467995
243786.54135641668,-0.020434744656085968,0.015123337507247925,-0.008680880069732666,0.35198208981683227,0.0014660024744246219,-0.009847489883925673,-0.05088210478425026,0.0011646170169115067,-0.02919955551624298
243786.5614934167,-0.011699830181896687,0.024962931871414185,-0.006802380084991455,0.34976982145397245,0.0018366772817271632,-0.01236455257117917,-0.03373774141073227,-0.00784006342291832,-0.02430732734501362
243786.58163041668,-0.0053377412259578705,0.016146987676620483,-0.016480445861816406,0.3474520250436379,0.0022428849404994696,-0.014917611787014614,-0.056533824652433395,0.0009710942395031452,-0.020792488008737564
243786.6017599167,-0.0077678486704826355,0.0060527026653289795,-0.01747351884841919,0.34411841520630554,0.0025859021430023367,-0.01706779199110744,-0.03759297728538513,0.0031632310710847378,-0.017843836918473244
243786.62189591667,-0.004320649430155754,0.01716744899749756,-0.00882267951965332,0.3424399127116535,0.0024937034494585497,-0.018060702587767947,-0.02854808233678341,-0.0009984904900193214,-0.030966829508543015
243786.6420329167,0.0014219433069229126,0.013278216123580933,0.004874825477600098,0.340757549862536,0.0019169037383056984,-0.01828220701652593,-0.02441214956343174,0.00461181253194809,-0.04021518677473068
243786.66216991667,-0.006586294621229172,0.031366705894470215,0.005359530448913574,0.34023058913703125,0.0009986318324897421,-0.01807111785967663,0.043443772941827774,0.002566860057413578,-0.05096903070807457
243786.6823069167,-0.01648920215666294,0.04568532109260559,0.015138208866119385,0.33975126669702416,1.9303101706213047e-05,-0.01772818745803826,-0.040352631360292435,0.02537914179265499,-0.054370686411857605
243786.70244391667,-0.033345043659210205,0.02266952395439148,0.023829877376556396,0.3379171521339211,-0.0013331301457077767,-0.017107473590464686,-0.058347079902887344,0.03363041579723358,-0.08452752977609634
243786.72257991668,-0.05123230814933777,0.02636149525642395,0.02389305830001831,0.33563697094558836,-0.003729591694635316,-0.015344053302954526,-0.10897647589445114,0.057384390383958817,-0.1405484527349472
243786.7427169167,-0.06213468313217163,0.02138698101043701,0.02723991870880127,0.33314914934150636,-0.007147690798851757,-0.013271931276347473,-0.08261295408010483,0.06861112266778946,-0.19206036627292633
243786.76285391668,-0.07125605642795563,0.029579102993011475,0.04609417915344238,0.3302099846069546,-0.01148520920164191,-0.010697185247827761,-0.1352352499961853,0.09113968908786774,-0.22205954790115356
243786.7829909167,-0.07898208498954773,0.019882917404174805,0.0628204345703125,0.32654346755133506,-0.01652834541764964,-0.007762408147537921,-0.22306181490421295,0.08703567087650299,-0.26759615540504456
243786.80312791668,-0.057785287499427795,0.01730269193649292,0.07901334762573242,0.3213589963800314,-0.022475970743125802,-0.005081693103476039,-0.27316009998321533,0.0520053394138813,-0.3121702969074249
243786.82326391668,-0.06477512419223785,0.025130510330200195,0.08221584558486938,0.31544665596838817,-0.029545681354717652,-0.0026627849972521546,-0.3432442843914032,0.03631576895713806,-0.38283300399780273
243786.8434009167,-0.10416103899478912,0.014104664325714111,0.09410667419433594,0.30702198646860335,-0.038589625867314736,0.0008851730709215709,-0.5108428001403809,0.06045634672045708,-0.4682866632938385
243786.86353791668,-0.10912900418043137,-0.011116176843643188,0.12169033288955688,0.2949453331491984,-0.04921535819291016,0.0054521125507640995,-0.6729945540428162,0.05310611426830292,-0.5454455614089966
243786.8836749167,-0.07308518886566162,0.01397097110748291,0.13254541158676147,0.2807362308521971,-0.06121509833157332,0.009571491940928508,-0.7405040264129639,-0.0009264079853892326,-0.604363203048706
243786.90381091667,-0.08139073848724365,0.03004053235054016,0.12756413221359253,0.2649408426195829,-0.07427557884320021,0.012917867468694848,-0.825602650642395,-0.029375003650784492,-0.6647509336471558
243786.9239479167,-0.08656865358352661,0.027124345302581787,0.07784414291381836,0.24720978894164308,-0.08800495836217452,0.01591672064160691,-0.9095124006271362,-0.03581861034035683,-0.6767950654029846
243786.94408491667,-0.07393164932727814,0.030355483293533325,0.04419088363647461,0.22828664478369518,-0.1015487043003599,0.01823821796234117,-0.9551480412483215,-0.07265332341194153,-0.6588128805160522
243786.96422191669,-0.01927858404815197,0.00802294909954071,0.02817898988723755,0.20866113513546936,-0.1143754775012023,0.019130108882318936,-0.9558672308921814,-0.1255296766757965,-0.6258648037910461
243786.98435891667,-0.00035474449396133423,0.017754927277565002,-0.024110853672027588,0.19050561601361163,-0.12669142024343485,0.01890155147818396,-0.833751380443573,-0.1492740660905838,-0.5912604928016663
243787.00449491668,0.012427613139152527,0.025873154401779175,-0.05521702766418457,0.17440002613152367,-0.13791906091264763,0.018106208250782876,-0.761427640914917,-0.14239752292633057,-0.5445305109024048
243787.0246319167,0.029471490532159805,0.016019538044929504,-0.07273608446121216,0.1585594147734326,-0.14814488862892672,0.017347331888071978,-0.8260464668273926,-0.10336196422576904,-0.489320307970047
243787.04476891668,0.05022691190242767,0.0017573535442352295,-0.07116079330444336,0.14121868806479645,-0.1576669134394536,0.017730060063286163,-0.8584209680557251,-0.007450443226844072,-0.47074875235557556
243787.0649059167,0.05197294056415558,0.019838884472846985,-0.06147187948226929,0.12442307688350976,-0.16665712981612799,0.019990794213147273,-0.7923673987388611,0.08882416039705276,-0.44173625111579895
243787.08504291667,0.09906665980815887,0.01655152440071106,-0.030269622802734375,0.10911421246892208,-0.17502830815530107,0.023511863179014218,-0.7041517496109009,0.1486566960811615,-0.416359543800354
243787.10517891668,0.14298292994499207,0.046843722462654114,-0.012388527393341064,0.09669230736997314,-0.18315660409739712,0.02811155433691777,-0.5116083025932312,0.21061965823173523,-0.4371734857559204
243787.1253159167,0.1207333654165268,0.0508003830909729,-0.03606975078582764,0.08644583536800264,-0.19224893458550754,0.034186100814668205,-0.5197307467460632,0.30459675192832947,-0.5017231702804565
243787.14545291668,0.07549211382865906,0.00459849089384079,-0.019549250602722168,0.07452229102117555,-0.20273735148079042,0.042237142364715874,-0.6187402009963989,0.38198572397232056,-0.575519323348999
243787.1655899167,0.08854859322309494,0.0016160905361175537,-0.0020413994789123535,0.06139291069188892,-0.21413481011333707,0.05108094142295413,-0.6223834753036499,0.39261165261268616,-0.6088511943817139
243787.18572691668,0.09515519440174103,0.03103829175233841,0.00013560056686401367,0.04779547935765365,-0.2258606122005325,0.05961124894857591,-0.6947401762008667,0.37680134177207947,-0.6297985315322876
