AccelerationX,AccelerationY,AccelerationZ,Pitch,Roll,Yaw,RRX,RRY,RRZ
-0.4604411125183105,0.9990912079811096,-0.4757555723190307,-0.2536977273668054,1.4284317234846242,2.7776436022779447,-149.3360073339675,234.5989389697725,-87.74997426733589
-0.3931042551994324,0.7326669692993164,-0.2683277726173401,-0.2979997084949355,1.53639279074192,2.8630428548040885,-340.135224439631,243.39696028117928,-126.57262607571579
-0.4823903441429138,0.8041749596595764,0.0996486991643905,-0.3378187025634142,1.678902915048608,3.0246862233099314,-517.8265298864746,281.8993376891881,-134.49747600362815
-0.4689392447471618,1.177390217781067,0.6276326179504395,-0.3441811887546301,1.8608535003778304,-3.044924697266645,-578.4965867740833,351.9284203058718,-117.3110261649619
-0.4929656982421875,1.277559518814087,0.6563053131103516,-0.3023431485407532,2.071413694870273,-2.8369683479457763,-542.4102931623181,473.3238039718529,-93.86104014039468
-0.6611693501472473,1.331103801727295,0.8886653780937195,-0.2238930698767002,2.3030097045644395,-2.6712063879698253,-466.1746722883572,586.8919274527829,-59.26564705084902
-1.084331750869751,1.020298957824707,1.516134262084961,-0.1170838295546589,2.544722254817058,-2.549202844473194,-434.0375940546934,667.0111392472996,-77.02411157212549
-1.8779628276824951,0.7825517058372498,3.052692413330078,-0.0184136847064492,2.792147702587518,-2.444714669946973,-328.42863537206597,686.4643376261962,-214.32809864533357
-2.9228243827819824,0.6846534609794617,5.265462875366211,0.0650245923022003,3.0064947241917865,-2.305062515630023,-324.14788261165216,525.5371577612588,-469.2371105461375
-3.2063779830932617,0.1256263256072998,7.313985824584961,0.1501152785517831,3.107184315964257,-2.0656599201288337,-260.71200892153854,151.01231334120703,-851.9899286894668
-5.732770442962647,0.8010449409484863,8.332076072692871,0.235136266963428,2.963540721160989,-1.694085984291574,-407.2482260920694,-527.3675391757954,-1146.0289167603553
-10.766846656799316,2.465702772140503,8.495783805847168,0.2221175847866269,2.581584374590451,-1.2306365035004003,-254.1366404490806,-1023.0898830211946,-1280.145964887592
-19.710655212402344,7.392839431762695,1.736881136894226,-0.1029324707197974,2.054271694329308,-0.9916069977975904,550.8039945956168,-1783.9891304485698,-938.2629770016249
-21.017677307128903,10.426487922668455,-3.4442150592803955,-0.326924202873731,1.292825180583079,-1.2849976619030383,1258.917518381139,-1976.664614179614,-242.56982437269073
-19.466026306152344,7.038188934326172,3.524580955505371,0.0157745642366432,0.5356167029945429,-1.6589620551804865,1922.1800312458822,-1736.9816922030343,207.0737274071063
-24.55666732788086,2.610156536102295,13.291707038879396,0.7004941556619156,0.2412941420825563,-1.816324489538325,2006.8158012517183,-260.1297489551733,474.3271314401711
-16.81264305114746,-5.186080455780029,12.136500358581545,1.1507902054412762,-0.1037518867312573,-1.3824222474390953,-99.46983439245824,355.70305604878763,1113.2918747099975
-9.517001152038574,-6.238489151000977,-4.073841571807861,0.7342343127849151,-0.5024765479498873,-0.8327435053998699,-1085.4191294619827,-99.90960295235868,1177.2346850403096
-6.621254920959473,5.141939163208008,6.6658782958984375,0.3659167093892733,-0.6991686945102681,-0.63566066735351,45.28802349934935,-242.73634438465564,842.9788874382256
-11.15520191192627,3.162060260772705,2.596200942993164,0.2803419406055066,-0.8672747760395104,-0.3190337024487422,626.7120942384972,-227.09761541191423,691.4708116463023
-8.569753646850586,-3.690857172012329,1.9796481132507324,0.1990035758200198,-1.0125509744401564,-0.0347710764960276,379.25988672254135,-191.73503498422528,531.0937078963608
-8.754700660705566,-2.5620360374450684,-0.2735409736633301,0.0733599689616512,-1.0859871862746782,0.0986004057897515,-116.08075883128086,-114.81445541953885,520.8590245949337
-7.962775230407715,-3.1948728561401367,0.3476727604866028,-0.1424210413843863,-1.1401578032633652,0.1013637618278476,-339.5888639475433,-220.59586271833072,581.8895515461788
-7.404993057250977,-1.5566567182540894,0.5705589056015015,-0.3573993374613034,-1.224175075914038,0.1031572833283,-49.871025790914544,-201.547421349649,536.6989436198668
-8.114381790161133,-0.6378979086875916,-1.1367919445037842,-0.507590507471767,-1.2129901123331452,0.2125202296378418,223.19621135800304,-26.244762829153046,461.32277910954696
-5.612747669219971,-3.407512187957764,-0.9963863492012024,-0.6226271045271513,-1.1350354823808502,0.3519157236962907,125.8321925885514,32.54163716839286,393.84523660072665
-3.523853302001953,-3.9048876762390137,-0.6787770986557007,-0.7116136943656909,-1.0512838048857374,0.4674302214209484,131.99283197460613,29.95977102061468,289.5975072989261
-2.428686141967773,-2.356111526489258,-1.018938422203064,-0.7351138122456299,-0.9531249976553988,0.6080233912638576,319.8574036618603,1.447048573313951,137.01476954299304
-1.8586289882659912,-1.213409185409546,-0.3982601761817932,-0.6587791692900051,-0.8411292747816637,0.7841781588030071,541.2654441743972,-6.861900884555473,12.498561454659038
-1.8008760213851929,-0.7089551687240601,0.2580885291099548,-0.5039416435386509,-0.7387290252279876,0.954121777794904,596.482769802288,62.32474534612516,-55.842899238877656
